,B1_x_mean,B1_x_std,B1_x_skew,B1_x_kurtosis,B1_x_entropy,B1_x_rms,B1_x_max,B1_x_p2p,B1_x_crest,B1_x_clearence,B1_x_shape,B1_x_impulse,B1_y_mean,B1_y_std,B1_y_skew,B1_y_kurtosis,B1_y_entropy,B1_y_rms,B1_y_max,B1_y_p2p,B1_y_crest,B1_y_clearence,B1_y_shape,B1_y_impulse,B2_x_mean,B2_x_std,B2_x_skew,B2_x_kurtosis,B2_x_entropy,B2_x_rms,B2_x_max,B2_x_p2p,B2_x_crest,B2_x_clearence,B2_x_shape,B2_x_impulse,B2_y_mean,B2_y_std,B2_y_skew,B2_y_kurtosis,B2_y_entropy,B2_y_rms,B2_y_max,B2_y_p2p,B2_y_crest,B2_y_clearence,B2_y_shape,B2_y_impulse,B3_x_mean,B3_x_std,B3_x_skew,B3_x_kurtosis,B3_x_entropy,B3_x_rms,B3_x_max,B3_x_p2p,B3_x_crest,B3_x_clearence,B3_x_shape,B3_x_impulse,B3_y_mean,B3_y_std,B3_y_skew,B3_y_kurtosis,B3_y_entropy,B3_y_rms,B3_y_max,B3_y_p2p,B3_y_crest,B3_y_clearence,B3_y_shape,B3_y_impulse,B4_x_mean,B4_x_std,B4_x_skew,B4_x_kurtosis,B4_x_entropy,B4_x_rms,B4_x_max,B4_x_p2p,B4_x_crest,B4_x_clearence,B4_x_shape,B4_x_impulse,B4_y_mean,B4_y_std,B4_y_skew,B4_y_kurtosis,B4_y_entropy,B4_y_rms,B4_y_max,B4_y_p2p,B4_y_crest,B4_y_clearence,B4_y_shape,B4_y_impulse
11/8/2003 15:41,0.128613897,0.099154826,-0.056478903,0.932094205,4.974160948,0.153585741,0.747,1.25,4.863732763,0.112764485,1.194161318,5.808081525,0.127157234,0.092369961,-0.004119498,1.154697004,4.911417062,0.150081347,0.737,1.179,4.910670212,0.112483156,1.180281624,5.795973815,0.125598027,0.092577543,-0.033604254,0.165205673,5.042949241,0.148962905,0.605,0.849,4.061413813,0.110362421,1.186029019,4.816954639,0.120888911,0.075915081,-0.056999503,0.386568775,4.844630691,0.139345965,0.583,0.832,4.183831224,0.10882762,1.152677814,4.822609428,0.131232238,0.11021921,-0.002079297,0.59961287,5.10631406,0.158890487,0.669,1.172,4.210447169,0.113723328,1.210758037,5.097832748,0.132770985,0.113978313,-0.006796299,0.600442022,5.130343527,0.161273954,0.708,1.204,4.39004552,0.114944307,1.214677697,5.332490382,0.119390253,0.074217835,0.103439802,0.947442909,4.812169935,0.136301111,0.486,0.755,3.565634907,0.108528862,1.141643537,4.070684047,0.120846965,0.081782177,0.032072837,1.203055915,4.86733638,0.140303203,0.579,1.043,4.126776778,0.108454112,1.160998977,4.791183619
11/8/2003 15:51,0.128261341,0.099424552,0.018936972,0.84278809,5.043671617,0.152985075,0.596,1.048,3.895804872,0.112481999,1.192760607,4.646762586,0.126447434,0.092896252,0.025400897,1.485491625,4.819691963,0.149522911,0.857,1.35,5.731563121,0.111701753,1.182490667,6.7775199,0.124791982,0.091606652,-0.048414024,0.188271805,5.031086629,0.148189898,0.581,0.93,3.920645127,0.109506531,1.187495344,4.655747834,0.120629767,0.075821284,-0.059498665,0.391067881,4.8435358,0.139196716,0.645,0.877,4.633730012,0.108412262,1.153916809,5.346938949,0.130155916,0.108951192,0.020389342,0.58172821,5.084033905,0.157198991,0.779,1.17,4.955502535,0.112972538,1.207774463,5.985129413,0.132117682,0.112483759,0.017899161,0.482602197,5.096377142,0.159959353,0.737,1.198,4.607420489,0.114397112,1.210733878,5.578360076,0.118759754,0.074363715,0.036596121,1.152554327,4.811144445,0.135882253,0.5,0.788,3.679656397,0.107865601,1.14417762,4.2101805,0.120289614,0.081926418,0.036867724,1.166078377,4.909029408,0.1398477,0.518,0.935,3.704029462,0.107863608,1.162591643,4.306273699
11/8/2003 16:01,0.12815367,0.098449697,-0.03938481,1.260820069,4.87832319,0.152816223,0.886,1.406,5.797813754,0.112601166,1.19244516,6.91357495,0.125533083,0.092221103,0.025075566,1.562870361,4.70375517,0.148607754,0.854,1.596,5.746671871,0.110766709,1.183813469,6.802987562,0.125360711,0.092359846,-0.029773601,0.186977617,5.040526028,0.148697563,0.691,0.942,4.647016313,0.110005399,1.186157622,5.512093818,0.120793105,0.075278775,-0.06685567,0.48789801,4.834385241,0.139053555,0.632,0.979,4.545011458,0.108847233,1.151171291,5.23208671,0.130746618,0.108467194,0.038251047,0.242740161,5.127507175,0.157268156,0.681,1.086,4.330183654,0.113782522,1.202846836,5.208547708,0.132804873,0.113255603,-0.022024665,0.335549569,5.158002245,0.160812553,0.657,1.118,4.085501963,0.11515802,1.210893462,4.947107615,0.118374384,0.07413209,0.064908636,1.137807144,4.810776969,0.13558616,0.52,0.918,3.8351997,0.107263774,1.145401192,4.392842307,0.120521022,0.080847674,0.060811484,1.572868891,4.825447331,0.139582066,0.591,1.138,4.234068279,0.108460373,1.158155355,4.903708851
11/8/2003 16:11,0.128691196,0.099170557,-0.048876798,1.121212415,4.926018819,0.153516449,0.791,1.252,5.152542329,0.113011225,1.192905604,6.146496617,0.126133698,0.091902554,-0.029949511,1.569371068,4.783379717,0.149088063,0.884,1.446,5.929381467,0.111503059,1.181984401,7.008436401,0.125461351,0.092674878,-0.08796155,0.311939181,5.042113889,0.149160851,0.662,0.935,4.43816187,0.110048612,1.188898811,5.276525373,0.12065721,0.075470083,-0.055607278,0.48421041,4.837815977,0.138946691,0.625,0.857,4.498127999,0.108672827,1.151582164,5.179963973,0.129829142,0.108153451,-0.013275607,0.451369567,5.061383847,0.157100211,0.625,1.199,3.978352379,0.112498079,1.210053529,4.814019334,0.133739245,0.113294402,0.046321171,0.465925859,5.099469808,0.161539337,0.735,1.177,4.549975335,0.115982953,1.207867871,5.495769021,0.11914908,0.073611671,0.101069002,1.043322608,4.804547408,0.135923693,0.488,0.83,3.590249711,0.108347096,1.140786766,4.095709357,0.119969139,0.07985732,0.027275474,0.941311966,4.886148189,0.138913464,0.52,0.886,3.743337646,0.107867328,1.157909986,4.334448041
11/8/2003 16:21,0.128871918,0.100091873,-0.056501355,0.883999828,5.072711842,0.154004386,0.693,1.084,4.499871838,0.11301526,1.195018969,5.377432206,0.126732897,0.094556166,0.12400716,1.606705577,4.845592131,0.149887307,0.703,1.365,4.69019034,0.111973049,1.182702444,5.547099577,0.125341228,0.092716698,-0.093970519,0.318112309,5.04158309,0.149111637,0.679,0.974,4.553635192,0.109892819,1.189645581,5.417211982,0.120857513,0.076588457,-0.054359745,0.332542056,4.853644432,0.139575073,0.476,0.698,3.410351083,0.108583547,1.154872954,3.938522231,0.130795693,0.109727156,0.019961754,0.618700452,5.056881649,0.158069387,0.667,1.27,4.219665879,0.113523161,1.208521347,5.099556292,0.132455882,0.113146172,-0.017975825,0.494101958,5.073633991,0.160765163,0.801,1.238,4.982422703,0.114493057,1.213726121,6.04729658,0.118915767,0.074381552,0.069324175,1.197062288,4.811616043,0.136031931,0.493,0.823,3.624149087,0.107972674,1.143935194,4.145791688,0.12012652,0.080826253,-0.031867616,1.319801718,4.845329254,0.139501157,0.63,1.096,4.516091573,0.107886118,1.161285262,5.244470586
11/8/2003 16:31,0.129296792,0.100987328,-0.064951206,1.058501753,5.005125857,0.154565397,0.767,1.165,4.962300851,0.113329836,1.195431028,5.932088408,0.126782655,0.092989985,0.073624909,1.368588417,4.832131209,0.149711968,0.73,1.301,4.876029677,0.111982325,1.180855281,5.757885396,0.125584159,0.091511567,-0.049968517,0.377065589,4.950210973,0.148686756,0.815,1.103,5.481322072,0.110493007,1.183961076,6.489671978,0.120691196,0.074573384,-0.033544266,0.458961968,4.826315811,0.138630525,0.547,0.896,3.945739957,0.108982435,1.148638254,4.532227857,0.131572098,0.110384061,0.024845382,0.452735124,5.213832304,0.158946615,0.62,0.996,3.900680741,0.11433618,1.208057157,4.712245288,0.133436789,0.114677733,-0.030531395,0.366117429,5.226002445,0.16208848,0.632,1.023,3.899104977,0.115392821,1.214721079,4.736325006,0.119242981,0.074926054,0.092184838,0.955060379,4.824189589,0.136495878,0.466,0.786,3.414022519,0.108088814,1.144686899,3.907986848,0.120476097,0.081159204,0.015790328,1.164169222,4.89898329,0.139760981,0.535,0.982,3.827963964,0.108291662,1.160072282,4.440714891
11/8/2003 16:41,0.128886616,0.100004656,-0.004183615,0.960446586,4.965918291,0.153941444,0.664,1.169,4.313328373,0.112917899,1.194394342,5.151815005,0.126180087,0.091481111,0.034921705,1.192864326,4.836405064,0.148575729,0.786,1.311,5.290231494,0.111838404,1.177489511,6.229192095,0.125259729,0.092089273,-0.077001665,0.318890281,4.997892284,0.148700983,0.728,1.023,4.895730931,0.10996836,1.187141176,5.811923777,0.120474144,0.076195592,-0.041839285,0.342388559,4.848756046,0.138991191,0.547,0.833,3.935501215,0.108334876,1.153701415,4.540393322,0.130393476,0.107781458,0.013742966,0.492617486,5.062787306,0.157225672,0.784,1.211,4.986463028,0.113396436,1.205778667,6.01257074,0.132079203,0.11223811,0.028229913,0.467835647,5.158508262,0.15957234,0.664,1.103,4.16112215,0.11465057,1.208156444,5.027286541,0.118996582,0.073395059,0.109301044,1.021236868,4.799463133,0.135578524,0.469,0.796,3.459249924,0.108406865,1.139348057,3.94128968,0.120726842,0.082071685,0.002616777,1.358645314,4.905611152,0.140094578,0.605,1.008,4.318511169,0.108552083,1.160426096,5.011313055
11/8/2003 16:51,0.128484985,0.09839812,-0.031396445,0.732381855,5.024617636,0.153200405,0.693,1.106,4.523486728,0.112754274,1.192360382,5.393626361,0.126205576,0.091143719,-0.020277267,0.999123474,4.872798166,0.148754546,0.896,1.27,6.023345333,0.111687669,1.178668567,7.099527812,0.124753845,0.091671724,-0.095470076,0.468669022,4.91256148,0.148265704,0.847,1.181,5.712716935,0.109432447,1.188466006,6.789369877,0.120549441,0.075505362,-0.066746499,0.304178888,4.83900304,0.138957041,0.496,0.735,3.569448481,0.108481078,1.152697518,4.114494404,0.130569461,0.108335873,-0.003903436,0.317274415,5.088511629,0.157636241,0.75,1.128,4.757789182,0.113251832,1.207297931,5.744069034,0.131780702,0.111627678,0.006704833,0.393347779,5.117114472,0.159541574,0.762,1.145,4.776184539,0.114206092,1.210659615,5.782333736,0.11910523,0.073994754,0.077369651,0.960364212,4.808930578,0.136074397,0.474,0.745,3.483388567,0.108124844,1.142472061,3.979674117,0.119330973,0.080329332,-0.032469295,1.003284122,4.890323747,0.138551564,0.64,0.955,4.619218875,0.10705991,1.16106959,5.363234564
11/8/2003 17:01,0.128402266,0.098120394,-0.040472269,0.818281824,5.016481489,0.152859918,0.696,1.113,4.553188358,0.112817431,1.190476798,5.420465099,0.125796474,0.091861191,0.08542917,1.156202803,4.976213818,0.148196695,0.671,1.228,4.527766285,0.111371745,1.178067158,5.334012762,0.125827824,0.093028961,-0.034827743,0.232986343,5.046661417,0.14929946,0.54,0.865,3.616891844,0.110555411,1.18653773,4.291578639,0.121285854,0.075436606,-0.059147731,0.373320904,4.839139206,0.139553196,0.5,0.754,3.582863124,0.109444421,1.150613956,4.122492313,0.13101167,0.108070725,0.005344747,0.347503047,5.066340872,0.157823012,0.679,1.172,4.302287686,0.113890187,1.204648495,5.182744388,0.132226915,0.112139401,0.010848347,0.604003073,5.097249823,0.160214787,0.75,1.268,4.681215835,0.114537618,1.211665469,5.672067581,0.118754529,0.073687969,0.015005653,0.873260109,4.807860678,0.13590881,0.496,0.777,3.64950587,0.107689951,1.144451594,4.17668281,0.11989228,0.079301463,0.011969845,0.945672041,4.878648173,0.138792424,0.505,0.866,3.638527136,0.107791655,1.157642709,4.212114412
11/8/2003 17:11,0.128452854,0.100504975,-0.061250271,1.051425507,4.983385806,0.153777267,0.742,1.191,4.825160538,0.11233962,1.197149475,5.776438406,0.126142683,0.093678233,0.149329831,1.902501561,4.849959019,0.149257974,0.767,1.412,5.138753919,0.111439346,1.183247185,6.080416107,0.125705357,0.091624789,-0.06276009,0.479653748,4.969570872,0.148883445,0.779,1.096,5.232280863,0.110615482,1.184384253,6.197031061,0.120904195,0.077014403,-0.047616442,0.822219584,4.853086751,0.139584764,0.62,1.008,4.441745524,0.108792064,1.154507206,5.128027215,0.13097451,0.109731129,-0.010217634,0.484175416,5.101858842,0.15829971,0.698,1.142,4.409357402,0.113733744,1.208629907,5.329281228,0.133302749,0.114479806,-0.056950336,0.594480702,5.110162826,0.161960569,0.769,1.248,4.748069268,0.115497825,1.214982961,5.76882326,0.11884887,0.073493602,0.092100096,1.069480783,4.801391415,0.135595,0.496,0.848,3.657952001,0.108131485,1.140902728,4.173367418,0.120285268,0.080968247,0.072868022,1.365112477,4.78127482,0.139430654,0.674,1.192,4.83394418,0.108091235,1.159166512,5.603346213
11/8/2003 17:21,0.128253674,0.099187452,-0.039340417,0.768755319,5.012107434,0.15309544,0.659,1.091,4.304504425,0.112515555,1.193692429,5.138254343,0.126172274,0.092531202,0.108254271,1.30641853,4.889014166,0.148871827,0.789,1.307,5.299861072,0.1114696,1.1799092,6.253354836,0.125699595,0.092203257,-0.065824996,0.262355504,5.012043739,0.149221998,0.615,1.02,4.121376272,0.110333979,1.187131891,4.892617207,0.121124908,0.075910332,-0.037963291,0.417560611,4.842823578,0.13943909,0.503,0.718,3.607309834,0.109121541,1.151200786,4.152737917,0.129847014,0.10810745,-0.028876115,0.41329575,5.036799103,0.157138561,0.696,1.301,4.429212011,0.112526153,1.210182319,5.360154065,0.132121441,0.113297954,0.00912185,0.422078317,5.1917951,0.160352394,0.664,1.101,4.14087987,0.114154652,1.213674269,5.025679349,0.11916324,0.074113269,0.07492402,1.236162089,4.80721286,0.13599833,0.532,0.876,3.911812749,0.108433536,1.141277539,4.464464026,0.120427706,0.081640577,0.002552691,0.879423555,4.909528619,0.140001734,0.513,0.857,3.664240321,0.107861628,1.16253758,4.259817074
11/8/2003 17:31,0.129019581,0.100122055,-0.039402146,0.822117944,5.028062652,0.154138991,0.681,1.135,4.418090413,0.112999768,1.194694558,5.278268574,0.125896479,0.091588264,0.03100582,1.022132755,4.912058773,0.148551284,0.625,1.189,4.207301223,0.111374664,1.179947883,4.964396172,0.125923531,0.092552551,-0.038953986,0.273281706,5.041888877,0.14920171,0.579,0.84,3.880652576,0.110825053,1.184859639,4.598028609,0.120586357,0.076594075,-0.077211448,0.313975576,4.853160665,0.139401241,0.535,0.728,3.837842458,0.108282184,1.156028297,4.436654481,0.130857952,0.111048281,-0.002555542,0.400141915,5.113772104,0.158773341,0.713,1.187,4.490678313,0.112980079,1.213325891,5.448656263,0.132013868,0.112829176,0.017035844,0.452821396,5.121456874,0.15993371,0.662,1.17,4.139214941,0.114377857,1.211491733,5.014624681,0.119286098,0.072879355,0.103105433,1.342314527,4.788335812,0.135693151,0.525,0.83,3.869023578,0.108813111,1.137543713,4.401183449,0.119942966,0.081349461,-0.034817077,1.576598442,4.895132367,0.139454773,0.659,0.984,4.725546401,0.107678227,1.162675708,5.494278007
11/8/2003 17:41,0.129221739,0.100038242,-0.062142642,0.962921371,4.872441791,0.154425118,0.779,1.216,5.044516131,0.113258049,1.195039774,6.02839742,0.126109087,0.092406349,0.080888145,1.087428682,4.939225591,0.148716196,0.703,1.162,4.727124677,0.111573481,1.179266293,5.574538796,0.125467992,0.091998345,-0.05353391,0.433045731,5.012215896,0.148713932,0.676,1.032,4.545640008,0.11029605,1.185273872,5.387828333,0.121227257,0.075431305,-0.04241167,0.478150438,4.837734274,0.139396716,0.508,0.759,3.644275224,0.109315571,1.149879323,4.190476728,0.131417745,0.11056206,0.032491534,0.675553569,5.066422819,0.158905173,0.676,1.281,4.254109459,0.114018055,1.209160704,5.14390199,0.132312027,0.113236462,-0.019895111,0.578455698,5.143417877,0.160618785,0.706,1.136,4.395500815,0.114601456,1.213939417,5.335871699,0.118728405,0.073182244,0.061438273,0.953862686,4.798658655,0.135522619,0.476,0.723,3.512328818,0.107855502,1.141450685,4.009150137,0.104832804,0.081727064,0.07809865,1.255672561,4.904967073,0.124762231,0.525,0.964,4.208004276,0.092290994,1.190106774,5.007974396
11/8/2003 17:51,0.128115924,0.098415798,-0.067227964,0.744858212,5.064586466,0.152859802,0.684,1.043,4.474688514,0.112399687,1.193136634,5.338914794,0.126454417,0.09268576,0.15473547,1.718447369,4.761327999,0.149128015,0.779,1.514,5.223699915,0.111857102,1.179302542,6.160322591,0.125449045,0.090929215,-0.098910275,0.342227801,5.018925936,0.148553742,0.75,1.006,5.048677955,0.110480019,1.184175942,5.978522976,0.120585429,0.074864288,-0.039696019,0.479370579,4.828892282,0.138602816,0.542,0.784,3.910454459,0.108861305,1.149415955,4.494738747,0.130335954,0.10837023,-0.010263185,0.277409241,5.176339024,0.157381163,0.632,1.02,4.015728351,0.113161881,1.207503829,4.849007362,0.131738415,0.11153903,0.02865848,0.377640365,5.167997237,0.159192083,0.713,1.091,4.478865941,0.114256705,1.208395314,5.412240615,0.118715123,0.071888496,0.065861581,1.121222675,4.778294368,0.134921471,0.515,0.791,3.817035168,0.108406513,1.136514606,4.338116222,0.120006787,0.079907462,-0.002008109,1.276082287,4.881282114,0.138941455,0.601,0.916,4.325562867,0.108005893,1.157779975,5.008050068
11/8/2003 18:01,0.128226281,0.10015456,-0.052799748,1.006819834,5.028730037,0.153488161,0.671,1.145,4.37167268,0.112330188,1.197010163,5.232936626,0.126095512,0.093015677,0.092051377,1.738680719,4.859079541,0.149021758,0.686,1.284,4.603354623,0.111451606,1.181816509,5.440320488,0.125504468,0.092786462,-0.058672062,0.379220901,5.041426917,0.148990643,0.674,1.004,4.523774027,0.110325903,1.187134173,5.370326736,0.12049519,0.076150668,-0.057227728,0.514775203,4.846226554,0.13913012,0.547,0.808,3.93157139,0.108269856,1.154652895,4.539600287,0.131720934,0.112425688,0.021170254,0.614451216,5.081356094,0.159843773,0.732,1.262,4.579471489,0.113846175,1.213503187,5.557203246,0.133132917,0.115136122,-0.012392111,0.616834126,5.082939123,0.161870849,0.706,1.255,4.361501798,0.115029377,1.215858958,5.302971029,0.118545437,0.072533731,0.100544352,0.990475315,4.79164689,0.135036149,0.53,0.784,3.924874958,0.107954695,1.13910879,4.470859565,0.121066068,0.081179239,-0.001495764,1.101859314,4.899438532,0.14043088,0.569,0.952,4.051815383,0.108604959,1.159952435,4.699913121
11/8/2003 18:11,0.127139753,0.097220166,-0.050568549,0.626648713,5.083639383,0.151623189,0.669,1.038,4.412253855,0.111456978,1.192571053,5.261926224,0.126835197,0.092236858,0.044036746,1.349410794,4.837169559,0.149532847,0.735,1.304,4.915308013,0.112331481,1.178953873,5.794921419,0.125546706,0.09048104,-0.05604909,0.22685709,5.018843354,0.14838812,0.562,0.809,3.787365194,0.110654136,1.181935584,4.476421694,0.121318619,0.076037141,-0.035624706,0.290812961,4.847647463,0.139674463,0.469,0.735,3.357807791,0.109333118,1.151302777,3.865853433,0.130437082,0.108678404,0.007966501,0.518684195,5.026472378,0.157576435,0.71,1.345,4.505749851,0.113157482,1.208064709,5.443237381,0.132357439,0.112859808,-0.023190467,0.598666862,5.042054597,0.160658332,0.845,1.314,5.259608952,0.114579535,1.213821698,6.38422747,0.119171688,0.072119324,0.124886428,0.925999732,4.784773041,0.135375281,0.439,0.722,3.242837232,0.108727981,1.135968473,3.683760859,0.119819913,0.079595195,-0.001056456,1.07675075,4.818662631,0.138964456,0.559,1.072,4.02261136,0.107520663,1.159777641,4.665334715
11/8/2003 18:21,0.128385322,0.098995911,-0.068064967,0.762502428,5.000328536,0.153230753,0.703,1.133,4.587851888,0.11264333,1.193522369,5.475703854,0.125795156,0.092166876,0.124978787,1.403563096,4.816884976,0.148302605,0.82,1.367,5.529235324,0.11130766,1.178921425,6.518533988,0.125380341,0.091568558,-0.077559048,0.258066041,5.031052642,0.14875139,0.637,0.971,4.282312925,0.110215222,1.186401225,5.080541301,0.120131452,0.075531733,-0.100087116,0.506209776,4.836044944,0.138695467,0.552,0.777,3.97994263,0.107983984,1.154530846,4.594966531,0.130726012,0.109757237,0.013502532,0.705438359,4.838175559,0.157934895,0.869,1.665,5.502267251,0.113579179,1.208136716,6.647491089,0.13288603,0.113960559,0.016316334,0.493056294,5.090634951,0.16120821,0.708,1.243,4.391835875,0.114921526,1.213131361,5.327873834,0.118506079,0.071995881,0.057755773,1.043823942,4.781897575,0.134937207,0.481,0.747,3.564620999,0.107942035,1.138652188,4.058863498,0.119719713,0.081980823,0.013268663,1.284995456,4.907331367,0.13928948,0.559,1.003,4.013224841,0.107387403,1.163463196,4.669239397
11/8/2003 18:31,0.129279945,0.100847079,-0.064608104,1.26390337,4.926208364,0.154741521,0.857,1.372,5.538267909,0.113186737,1.196949153,6.629025082,0.125630158,0.092556284,0.096571187,1.639600737,4.783120788,0.148572531,0.886,1.487,5.963417303,0.110934915,1.182618357,7.05244677,0.125783241,0.092431377,-0.06635859,0.343260134,5.008874877,0.149251495,0.732,1.074,4.904473488,0.110455471,1.18657695,5.819535194,0.120716051,0.075865471,-0.071283783,0.358322972,4.843593332,0.139232294,0.503,0.745,3.612667616,0.108643859,1.153386757,4.166802986,0.131848625,0.11158044,0.030146373,0.645389072,4.95029578,0.159553514,0.664,1.226,4.161613132,0.114388219,1.210126489,5.03607829,0.133252112,0.113751593,0.009044059,0.503436112,5.234928402,0.161507929,0.637,1.047,3.944078797,0.115382369,1.212047803,4.780412039,0.11883217,0.073852193,-0.001294309,1.135332489,4.805520988,0.135987337,0.615,0.94,4.522479917,0.107886496,1.144364673,5.175366253,0.103141804,0.081924954,0.009968385,1.105674834,4.867446627,0.12341407,0.588,1.059,4.76444865,0.090326698,1.196547526,5.700889245
11/8/2003 18:41,0.129099565,0.100034816,-0.075243914,1.012412854,5.009912278,0.154321217,0.71,1.169,4.60079316,0.113226026,1.195365891,5.499631217,0.126696079,0.093066991,0.041110124,1.581510594,4.803374712,0.149586145,0.898,1.447,6.003229775,0.112068378,1.180669097,7.087827877,0.124065042,0.090572782,-0.038738764,0.299556177,5.000193623,0.147019238,0.571,1.02,3.883845448,0.109028133,1.185017438,4.602424581,0.120966307,0.075104395,-0.054673905,0.644802152,4.83219249,0.138993047,0.681,0.94,4.899525648,0.109167806,1.149022821,5.629666782,0.132094585,0.111737099,0.042831243,0.704577313,4.961116783,0.159875559,0.789,1.517,4.935088284,0.114388519,1.210311231,5.972992775,0.133872992,0.114381985,0.005434102,0.482640048,5.081572542,0.162246801,0.796,1.213,4.906105964,0.116003125,1.211945734,5.945934195,0.119236974,0.073259565,0.138827135,1.10268574,4.797553568,0.135690752,0.503,0.774,3.70695861,0.10865563,1.13799224,4.218490131,0.120001856,0.080853225,0.02298089,1.326890653,4.842581794,0.139263685,0.527,1.052,3.784188248,0.107805593,1.160512763,4.391598759
11/8/2003 18:51,0.129062357,0.098748577,-0.019597368,0.755103567,4.980510923,0.153847994,0.781,1.174,5.076439283,0.113098125,1.192043893,6.051338445,0.126856682,0.09263144,0.093643458,1.26893606,4.837931964,0.149631621,0.732,1.386,4.892014086,0.112130643,1.179532829,5.770291212,0.12535739,0.091587544,-0.096092928,0.226023168,5.030471443,0.148733835,0.649,0.93,4.363499389,0.11014882,1.186478394,5.17719775,0.120591728,0.074930592,-0.015632766,0.302151991,4.832308061,0.138673193,0.505,0.727,3.641655534,0.108641799,1.149939511,4.187683583,0.130588017,0.108102007,0.041805732,0.402978602,5.015203249,0.157173981,0.745,1.241,4.739970285,0.113518792,1.203586552,5.704964492,0.13226095,0.112343804,-0.002274891,0.402150872,5.147870298,0.160169964,0.688,1.159,4.295437078,0.114527121,1.211014764,5.201837721,0.118611456,0.073241246,0.066776857,0.90733009,4.800792201,0.135495119,0.503,0.808,3.712310855,0.107651591,1.142344287,4.240737097,0.119526881,0.07954951,-0.001629435,0.773025384,4.885689802,0.138668148,0.527,0.859,3.80044018,0.107254846,1.160141938,4.409050037
11/8/2003 19:01,0.128946726,0.10076583,-0.029370571,1.164032754,4.982362679,0.154200028,0.801,1.194,5.194551599,0.112904859,1.195842907,6.211867687,0.126668587,0.09352682,-0.002160945,1.80119767,4.783658872,0.149898257,0.928,1.494,6.190865859,0.111815595,1.183389346,7.326204701,0.125877973,0.092337953,-0.061116546,0.383498903,5.038466902,0.149231326,0.723,1.004,4.844827279,0.110630443,1.185523751,5.743657809,0.121485619,0.076407149,-0.0449086,0.459956454,4.849573357,0.140067621,0.554,0.793,3.955232464,0.109278558,1.152956385,4.560210523,0.132474437,0.11219197,-0.000482591,0.575998799,5.061595765,0.160442806,0.713,1.265,4.443951195,0.114821084,1.211122761,5.382170439,0.13358621,0.114833,-0.03336892,0.437745766,5.123202152,0.16219319,0.767,1.175,4.728928499,0.115675106,1.214146206,5.741610594,0.118557644,0.074016782,0.030173978,1.133097117,4.808501049,0.135739245,0.496,0.787,3.654064831,0.107536625,1.14492191,4.183618884,0.120659212,0.080615731,0.048219331,0.982574557,4.894294442,0.139710555,0.5,0.778,3.578827676,0.108523421,1.157893812,4.143902419
11/8/2003 19:11,0.129162508,0.100553156,-0.015204925,0.937365841,4.975641343,0.154360619,0.718,1.182,4.651445467,0.113173539,1.195088429,5.558888655,0.125844035,0.092956634,0.006248286,1.819903069,4.82490576,0.148965606,0.847,1.35,5.685876251,0.111229008,1.183731953,6.7305534,0.126045022,0.092426806,-0.025678974,0.163225559,5.042336398,0.149274316,0.525,0.828,3.51701495,0.110986346,1.184293625,4.165178385,0.121144099,0.076065956,-0.058405535,0.526157944,4.845808844,0.139599158,0.588,0.883,4.212059791,0.109131468,1.152339728,4.853723835,0.131817765,0.112085071,0.014414167,0.800384207,4.929314204,0.159875743,0.84,1.56,5.254080338,0.114152163,1.212854307,6.372433965,0.133549099,0.114637019,0.008566821,0.508340351,5.190399088,0.161895879,0.688,1.105,4.249644909,0.115669768,1.212257369,5.151663356,0.118823136,0.073892673,0.089600571,1.095875932,4.806158505,0.135865502,0.474,0.84,3.488744336,0.107785985,1.143426327,3.989122122,0.121460374,0.081425861,0.08950196,1.090918775,4.904111156,0.140586201,0.513,0.857,3.649006772,0.109299615,1.157465571,4.223599705
11/8/2003 19:21,0.126913961,0.098663872,-0.097861047,0.947804914,4.888448356,0.151966125,0.835,1.245,5.494645586,0.11114953,1.19739487,6.579260436,0.12472777,0.090476691,0.001595446,0.736427564,4.984677021,0.14713983,0.657,1.062,4.465140392,0.110300844,1.179687815,5.267471714,0.124009327,0.091212762,-0.040481883,0.212762464,5.028841916,0.147169384,0.598,0.889,4.063345119,0.108818943,1.186760613,4.822217943,0.119375897,0.075150423,-0.053472112,0.360804166,4.833912795,0.137698879,0.505,0.744,3.667422732,0.107343066,1.153489795,4.230334696,0.129635627,0.108546445,8.88E-05,0.434841657,5.083260226,0.156612412,0.637,1.174,4.067366007,0.112507763,1.208097,4.913772672,0.131385175,0.113620132,-0.006963375,0.460794883,5.170216969,0.159732745,0.671,1.101,4.200766728,0.113511251,1.215759273,5.107121102,0.118817032,0.073737771,0.134080084,1.093343787,4.803130606,0.135348169,0.503,0.837,3.716341365,0.108326343,1.139131039,4.233399801,0.116151228,0.081427058,-0.038789497,1.114463136,4.901948811,0.135873918,0.586,0.969,4.312821829,0.103769587,1.169801821,5.045146828
